external_id,first_name,last_name,position,tournament_name,club_name,games_played,mvp_count,goals,assists,yellow_cards,red_cards,match_rows,wins,starts,goals_conceded,defensive_points,computed_rating,avg_points_per_game,division_rank,division_total
62ff694e5af15e27816def08,Антон,Елисеев,attacking_midfielder,Суперлига — Суперлига,Чемпион,11,0,2,3,2,0,1,0,1,2,2,16.00,1.45,54,325
6439ac8ada107a1e92e48112,Александр,Захаров,defender,Суперлига — Суперлига,Чемпион,11,2,3,0,2,0,1,0,1,2,4,10.00,0.91,96,325
69d1212271153d06a5de4d30,Герман,Здойма,forward,Суперлига — Суперлига,Чемпион,8,0,2,0,1,0,0,0,0,,,6.00,0.75,143,325
697dbaddec42650adef0a0c2,Андрей,Ивашнев,,Суперлига — Суперлига,Чемпион,0,0,0,0,0,0,0,0,0,,,0.00,0.00,257,325
6973ca8ec8254e0a9a42e93f,Алексей,Калабин,defensive_midfielder,Суперлига — Суперлига,Чемпион,2,0,0,0,0,0,0,0,0,,0,0.00,0.00,260,325
62ff66485af15e27816dc6e6,Сергей,Кищук,goalkeeper,Суперлига — Суперлига,Чемпион,8,0,0,0,0,0,1,0,1,2,4,5.00,0.63,163,325
64cbce5b0809ca31ab8cf8f1,Владислав,Козурман,defender,Суперлига — Суперлига,Чемпион,4,0,0,0,2,0,0,0,0,,0,0.00,0.00,266,325
62ffac5a5af15e2781726499,Михаил,Королев,attacking_midfielder,Суперлига — Суперлига,Чемпион,5,2,1,3,0,0,0,0,0,,0,13.00,2.60,78,325
62ff92045af15e278170bf30,Антон,Костромин,attacking_midfielder,Суперлига — Суперлига,Чемпион,5,0,1,1,0,0,0,0,0,,0,5.00,1.00,165,325
62ffb2ce5af15e278172cf14,Егор,Кудряшов,forward,Суперлига — Суперлига,Чемпион,11,0,2,1,4,0,1,0,1,2,,10.00,0.91,98,325
6973ca8ec8254e0a9a42e93d,Андрей,Лихачев,attacking_midfielder,Суперлига — Суперлига,Чемпион,0,0,0,0,0,0,0,0,0,,0,0.00,0.00,276,325
68b9e73c83a0fa598881efb4,Денис,Новиков,defender,Суперлига — Суперлига,Чемпион,9,4,3,0,1,0,1,0,1,2,4,12.00,1.33,84,325
67fa1c5df5381486e746a5b9,Василий,Орлов,attacking_midfielder,Суперлига — Суперлига,Чемпион,11,1,3,0,0,1,1,0,0,2,2,9.00,0.82,110,325
62feb3789c26801f955f8b04,Артем,Патреляк,forward,Суперлига — Суперлига,Чемпион,0,0,0,0,0,0,0,0,0,,,0.00,0.00,291,325
691827f3a89e0e7bea0ea122,Даниил,Сидельник,defensive_midfielder,Суперлига — Суперлига,Чемпион,6,0,1,0,1,0,0,0,0,,0,2.00,0.33,216,325
63239c261ee2327f686294bd,Семён,Суринович,defender,Суперлига — Суперлига,Чемпион,11,0,1,3,1,0,1,0,1,2,4,15.00,1.36,67,325
63f4f945f64d54b8fe6c0713,Усман,Ташходжаев,forward,Суперлига — Суперлига,Чемпион,7,1,1,0,0,0,0,0,0,,,4.00,0.57,185,325
62ffb1e95af15e278172bf28,Кирилл,Угаров,defensive_midfielder,Суперлига — Суперлига,Чемпион,3,0,0,0,1,0,1,0,0,2,3,3.00,1.00,204,325
62febf44b658972362670b17,Элвин,Яхин,attacking_midfielder,Суперлига — Суперлига,Чемпион,5,0,1,0,0,0,0,0,0,,0,2.00,0.40,218,325
62fe9f499c26801f955ec029,Самур,Абдулов,,Суперлига — Суперлига,Юнитек,1,0,0,0,0,0,0,0,0,,,0.00,0.00,239,325
62ff8aeb5af15e2781704d01,Аскер,Азиков,defensive_midfielder,Суперлига — Суперлига,Юнитек,10,0,1,1,1,0,0,0,0,,0,5.00,0.50,155,325
667c7d79c54339a10eb3e6d3,Василий,Алексеев,attacking_midfielder,Суперлига — Суперлига,Юнитек,8,3,2,1,1,0,2,2,2,0,8,22.00,2.75,30,325
62ffb1a45af15e278172bb52,Никита,Андреев,defensive_midfielder,Суперлига — Суперлига,Юнитек,5,0,1,0,0,0,2,2,1,0,10,15.00,3.00,59,325
63fc74df4d017d3f93a10dd6,Ефим,Бойцов,defensive_midfielder,Суперлига — Суперлига,Юнитек,0,0,0,0,0,0,0,0,0,,0,0.00,0.00,247,325
62ff946d5af15e278170e96d,Дмитрий,Букштан,defender,Суперлига — Суперлига,Юнитек,11,0,1,1,0,0,2,1,2,3,10,17.00,1.55,50,325
6439df66da107a1e92e51a08,Максуд,Дурсунов,defensive_midfielder,Суперлига — Суперлига,Юнитек,6,0,0,0,0,0,2,0,2,8,2,4.00,0.67,175,325
63239b1d1ee2327f68628be4,Александр,Еркин,defender,Суперлига — Суперлига,Юнитек,5,0,0,0,3,0,2,2,2,0,16,20.00,4.00,35,325
62ff89635af15e2781703081,Сергей,Ермаков,defender,Суперлига — Суперлига,Юнитек,10,3,3,3,0,0,2,2,1,0,16,34.00,3.40,12,325
62ff7e805af15e27816f77fc,Михаил,Кирьянов,defensive_midfielder,Суперлига — Суперлига,Юнитек,11,0,3,0,1,0,2,2,1,0,10,19.00,1.73,40,325
62fe51bc34134c11a93c744d,Дмитрий,Косенко,defender,Суперлига — Суперлига,Юнитек,5,0,0,0,0,0,1,1,0,0,8,9.00,1.80,106,325
62ff589a4e0d681d80aaefad,Юрий,Лебедев,defender,Суперлига — Суперлига,Юнитек,11,0,0,0,2,0,2,2,1,0,16,19.00,1.73,41,325
62ffaeee5af15e27817289a6,Максим,Левин,,Суперлига — Суперлига,Юнитек,0,0,0,0,0,0,0,0,0,,,0.00,0.00,274,325
62ff8cf95af15e278170759e,Иван,Ломашев,forward,Суперлига — Суперлига,Юнитек,3,0,0,0,1,0,0,0,0,,,0.00,0.00,277,325
69a183a2ade398b0e191f581,Иван,Маркелов,defender,Суперлига — Суперлига,Юнитек,10,2,2,7,3,0,0,0,0,,0,25.00,2.50,27,325
6918ad8aacd22ab4b7082d98,Михаил,Маркин,forward,Суперлига — Суперлига,Юнитек,7,3,11,2,0,0,0,0,0,,,42.00,6.00,6,325
62fea8c39c26801f955f1fd9,Илья,Мерчук,defender,Суперлига — Суперлига,Юнитек,2,0,1,0,0,0,2,2,1,0,16,20.00,10.00,36,325
62ff7d315af15e27816f61fb,Вадим,Романов,defensive_midfielder,Суперлига — Суперлига,Юнитек,8,0,0,2,0,0,2,2,2,0,10,20.00,2.50,37,325
69f28418b2c23fc612b51acc,Эдуард,Суханов,,Суперлига — Суперлига,Юнитек,1,0,0,0,0,0,0,0,0,,,0.00,0.00,312,325
62ffb27e5af15e278172ca88,Георгий,Усачев,forward,Суперлига — Суперлига,Юнитек,10,0,5,4,0,0,0,0,0,,,27.00,2.70,22,325
632388131ee2327f6861ebb9,Артём,Шляпников,goalkeeper,Суперлига — Суперлига,Юнитек,9,0,0,0,0,0,2,2,2,0,16,22.00,2.44,32,325
